"Variable_Name","Name_Length","Code_Display","Code length","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Data_length","Dataset","Subset","Group","Sub-group","Set_group_order","Hash_calc","Version_or_questions","Display_Label","Code_synon","MinVal","MaxVal","DSSAT_var","ICASA_standard","AgMIP_data_entry","AgMIP-rating","DSSAT-rating","APSIM-rating","CropSyst","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"water_table_depth_daily","23","WTDD","4","WTDD","45","","Water table depth","m","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","2013-02-07, JWW","Water table m",".","0","","","1","-1","0","","","Optional","","","","","","","","","",""
"drainage_cumulative","19","DRNC","4","DRNC","","","Drainage, cumulative","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Drainage mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"drainage_daily","14","DRND","4","DRND","","","Drainage, daily","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tile_drainage_cumulative","24","TDFCD","5","TDFCD","","","Tile drainage, cumulative","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","2021-05-05, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"tile_drainage_daily","19","TDFD","4","TDFD","","","Tile drainage, daily","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"floodwater_evap_cumul","21","EFAC","4","EFAC","","","Evaporation, floodwater, cumulative","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","CUM FLD EVAP mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_evap_cumulative","20","ESAC","4","ESAC","","","Evaporation,soil, cumulative","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Soil EVAP mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"evapotransp_cumulative","22","ETAC","4","ETAC","","","Evapotranspiration, cumulative over season","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Evapotrans mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"water_avail_root_zone","21","H2OA","4","H2OA","","","Water available in root zone","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H2O in root zn",".","0","","","1","-1","","","","","","","","","","","","","",""
"runoff_cumulative","17","ROFC","4","ROFC","","","Runoff, cumulative","mm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Runoff mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"floodwater_evap_rate","20","EFAD","4","EFAD","","","Floodwater evaporation rate","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","FLD EVAP mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"potential_evapotrans","20","EOAD","4","EOAD","","","Evapotranspiration, potential","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Pot ET mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"transpiration_daily_avg","23","EPAA","4","EPAA","","","Transpiration, daily, averaged","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Transpir mm/d",".","0","","","0","-1","","","","","","","","","","","","","",""
"transpiration_daily","19","EPAD","4","EPAD","","","Transpiration (evaporation from plant), daily","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Transpir mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_evap_daily_avg","19","ESAA","4","ESAA","","","Evaporation,soil, daily, averaged","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Soil EVAP mm",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_evaporation_daily","22","ESAD","4","ESAD","","","Evaporation, soil, daily","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Soil EVAP mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"evapotransp_average","19","ETAA","4","ETAA","","","Evapotranspiration, averaged over season","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Evapotrans mm/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"evapotranspiration_daily","24","ETAD","4","ETAD","","","Evapotranspiration","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Evapotrans mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"runoff_surface","14","ROFD","4","ROFD","","","Runoff, surface","mm/d","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","SRF RNOFF mm/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"water_stress_excess","19","EWSD","4","EWSD","","","Water stress - excess (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","EXCESS H20 str",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"irrigation_applications","23","IR#C","4","IRnoC","","","Irrigation applications, cumulative","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","Irrigation #",".","","","","0","-1","","","","","","","","","","","","","",""
"water_avail_demand_ratio","24","WAVR","4","WAVR","","","Water available to demand ratio","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H2O av to dm",".","","","D","0","-1","","","","","","","","","","","","","",""
"water_factor_for_growth","23","WFGD","4","WFGD","","","Water stress factor reducing growth (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H20 factor,gr",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_factor_photosynth","23","WFPD","4","WFPD","","","Water stress factor reducing photosynthesis (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H20 factor,ph",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_factor_senescence","23","WFSD","4","WFSD","","","Water stress factor accelerating senescence (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","WATER FAC SENES",".","","","D","0","-1","","","","","","","","","","","","","",""
"water_factor_transpir","21","WFTD","4","WFTD","","","Water stress factor reducing transpiration (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","WATER FAC TRANS",".","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_factor_tillering","22","WFTID","5","WFTID","","","Water stress factor reducing tillering (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H2O factor, til","WSTD","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_stress_growth","19","WSGD","4","WSGD","","","Water stress - growth (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H20 STRESS,GR","","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_stress_photosyn_lf","24","WSPAV","5","WSPAV","","","Water stress factor affecting photosynthesis, average for life span of a single leaf (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H2O stress (av)","","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_stress_photosynth","23","WSPD","4","WSPD","","","Water stress - photosynthesis (0 to 1 scale)","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H20 STRESS,PHS","","0","1","D","0","-1","","","","","","","","","","","","","",""
"water_uptake_demand_rat","23","WUPR","4","WUPR","","","Water uptake to demand ratio","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","WATER_BALANCE","2514","1","","H2O upt to dem",".","","","D","0","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","3","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","4","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"me_soil_layer_top_depth","20","SLDUB","4","SLDUB","5","","Soil layer depth to upper boundary of sample (top)","cm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"me_soil_layer_bot_depth","20","SLDLB","4","SLDLB","6","","Soil layer depth to lower boundary of sample (bottom)","cm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_water_by_layer","19","SWLD","4","SWLD","11","","Soil water measured at a specified depth","cm3/cm3","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SWC layer",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_length_dens_lyr","20","RLDLD","5","RLDLD","12","","Root length_density in a soil layer","cm/cm3","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","RLD layer",".","0","","","1","-1","","","","","","","","","","","","","",""
"root_mass_dens_lyr","18","RMDLD","5","RMDLD","13","","Root mass density in a soil layer","g/cm3","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","RMD layer",".","0","","","1","-1","","","","","","","","","","","","","",""
"soil_nitrogen_by_layer","22","NSLD1","5","NSLD1","21","","Soil nitrogen in a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOIL N g/Mg",".","0","","","1","-1","","","","","","","","","","","","","",""
"NO3_soil_by_layer","17","NOSLD","5","NOSLD","22","","NO3[N], for a given soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","NO3 layer","NI1D","0","","","1","-1","","","","","","","","","","","","","",""
"NH4_soil_by_layer","17","NHSLD","5","NHSLD","24","","NH4[N], for a given soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","NH4  layer",".","0","","","1","-1","","","","","","","","","","","","","",""
"active_P_by_layer","17","PACSLD","6","PACSLD","32","","Active P - soil a soil layer                           .","ppm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","Act P layer","","0","","","1","-1","","","","","","","","","","","","","",""
"labile_P_by_layer","17","PLBSLD","6","PLBSLD","33","","Labile P - soil a soil layer (ppm)                            .","ppm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","Lab P layer","","0","","","1","-1","","","","","","","","","","","","","",""
"stabile_P_by_layer","18","PSTSLD","6","PSTSLD","34","","Stable P - soil a soil layer                           .","ppm","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","Sta P layer","","0","","","1","-1","","","","","","","","","","","","","",""
"soil_carbon_by_layer","20","HUMSLD","6","HUMSLD","51","","Soil carbon in a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOIL C1 g/Mg",".","0","","","1","-1","","","","","","","","","","","","","",""
"organic_C_soil_by_layer","23","SOCSLD","6","SOCSLD","52","","Organic C in soil a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOC Lyr (g/Mg)",".","0","","","1","-1","","","","","","","","","","","","","",""
"organic_C_active_by_lyr","23","S1CSLD","6","S1CSLD","53","","Organic C, active - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOC1 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"organic_C_intermed_lyr","22","S2CSLD","6","S2CSLD","54","","Organic C, intermediate - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOC2 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"org_C_passive_by_layer","22","S3CSLD","6","S3CSLD","55","","Organic C, passive - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOC3 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"org_N_active_by_layer","21","S1NSLD","6","S1NSLD","62","","Organic N, active - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SON1 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"organic_N_soil_by_layer","23","SNSLD","5","SNSLD","62","","Organic N in soil a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SON Lyr (g/Mg)",".","0","","","1","-1","","","","","","","","","","","","","",""
"organic_N_intermed_lyr","22","S2NSLD","6","S2NSLD","63","","Organic N, intermediate - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SON2 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"organic_N_passive_by_lyr","24","S3NSLD","6","S3NSLD","64","","Organic N, passive a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SON3 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"org_P_active_by_layer","21","S1PSLD","6","S1PSLD","71","","Organic P, active - a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SOP1 Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"litter_C_soil_by_layer","22","LCSLD","5","LCSLD","101","","Litter carbon - soil a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","LitC Lyr (g/Mg)",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_C_metabol_by_lyr","23","MECSLD","6","MECSLD","102","","Litter carbon, metabolic a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","MLitC (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"litter_C_struct__by_lyr","23","STCSLD","6","STCSLD","103","","Litter carbon, structural  a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SLitC lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"litter_N_soil_by_layer","22","LNSLD","5","LNSLD","104","","Litter N for a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","LitN Lyr (g/Mg)",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_N_metabol_by_lyr","23","MENSLD","6","MENSLD","105","","Litter N, metabolic a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","MLitN (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"litter_N_struct_by_layer","24","STNSLD","6","STNSLD","106","","Litter N, structural  a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","SLitN  (g/Mg)",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_P_soil_by_layer","22","LPSLD","5","LPSLD","107","","Litter P - soil a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","LitN Lyr (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"litter_P_metabol_by_lyr","23","MEPSLD","6","MEPSLD","108","","Litter P, metabolic a soil layer","g/Mg","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","","MLitP (g/Mg)",".","0","","D","1","-1","","","","","","","","","","","","","",""
"soil_temperature_0_5","20","TS1D","4","TS1D","31","","Soil temperature, 0-5 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 1",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_5_15","21","TS2D","4","TS2D","32","","Soil temperature, 5-15 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 2",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_15_30","22","TS3D","4","TS3D","33","","Soil temperature, 15-30 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 3",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_30_45","22","TS4D","4","TS4D","34","","Soil temperature, 30-45 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 4",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_45_60","22","TS5D","4","TS5D","35","","Soil temperature, 45-60 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 5",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_60_90","22","TS6D","4","TS6D","36","","Soil temperature, 60-90 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 6",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_90_120","23","TS7D","4","TS7D","37","","Soil temperature, 90-120 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 7",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_120_150","24","TS8D","4","TS8D","38","","Soil temperature, 120-150 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 8",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_150_180","24","TS9D","4","TS9D","39","","Soil temperature, 150-180 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 9",".","","","","1","-1","0","","","","","","","","","","","","",""
"soil_temperature_180_210","24","TS10D","5","TS10D","40","","Soil temperature, 180-210 cm","degree_C","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_LAYERS","2515","1","2020-10-05, chp","S-TMP layer 10","TS10","","","","1","-1","0","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"NH3_volatilization_cum","22","AMLC","4","AMLC","","","NH3 N volatilization, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","NH3vol kgN/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_N_on_surface","19","LN0D","4","LN0D","","","Litter N on surface","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","LitN L0 (kg/ha)",".","0","","","1","-1","","","","","","","","","","","","","",""
"litter_Nal","10","LNTD","4","LNTD","","","Litter N,total","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","LitN (kg/ha)",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_inorganic_applied","19","NAPC","4","NAPC","","","N, inorganic, applied to date","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","N Applied kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_denitrification_cumul","23","NDNC","4","NDNC","","","N denitrification, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","Denitrification",".","0","","","1","-1","","","","","","","","","","","","","",""
"NH4_Nsoil_total","15","NHTD","4","NHTD","","","NH4 N,soil total","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","Total NH4 kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"NO3_NH4_Nsoil_total","19","NIAD","4","NIAD","","","NO3+NH4 N,soil total","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","Tot sl N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_immobilization_cumul","22","NIMC","4","NIMC","","","N immobilization, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","N Immobilize",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_nitrification_cumul","21","NITC","4","NITC","","","N nitrification, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","Nitrification",".","0","","","1","-1","","","","","","","","","","","","","",""
"NO3_Nsoil_total","15","NITD","4","NITD","","","NO3 N,soil total","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","Total NO3 kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_leached","9","NLCC","4","NLCC","","","N leached, cumulative from bottom of profile","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","N Leached kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_leached_day","13","NLCD","4","NLCD","","","N leached, daily from bottom of profile","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"NO3_leachate_conc","17","N3LCD","","N3LCD","","","Nitrate-N concentration in leachate","mg/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2021-02-04, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"NH4_leachate_conc","17","N4LCD","","N4LCD","","","Ammonium-N concentration in leachate","mg/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2021-02-04, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_lost_tile_drain","17","TDNC","4","TDNC","","","N lost through tile drain, cumulative","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_lost_tile_drain_day","21","TDND","4","TDND","","","N lost through tile drain, daily","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2020-11-19, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"NO3_conc_tile_drain","19","TDNCD","5","TDNCD","","","Tile nitrate-N concentration ","mg[N]/l","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","2021-02-25, chp","",".","0","","","1","-1","","","","","","","","","","","","","",""
"N_mineralization_cumul","22","NMNC","4","NMNC","","","N mineralization, cumulative from bottom of profile","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","N Mineralize",".","0","","","1","-1","","","","","","","","","","","","","",""
"organic_N_in_soil","17","NOAD","4","NOAD","","","Organic N in soil","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","organic N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"residue_N_remaining","19","TFON","4","TFON","","","Residue N remaining","kg/ha","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","RESIDUE N kg/ha",".","0","","","1","-1","","","","","","","","","","","","","",""
"NH3_volatilization_rate","23","AMLS","4","AMLS","","","NH3 N volatilization rate","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","NH3VOL kgN/ha/d",".","0","","","1","-1","","","","","","","","","","","","","",""
"nitrificat_rate_oxid_lyr","24","OXRN","4","OXRN","","","Nitrificaton Rate (N), oxidized layer","kg/(ha.d)","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_NITROGEN","2521","1","","OXNITR kgN/ha/d",".","0","","D","1","-1","","","","","","","","","","","","","",""
"treatment_lev_ID","16","OBS_TRT_ID","10","OBS_TRT_ID","1","1","Treatment id for observed data, unique internal ID","number","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER","2522","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"year","4","YEAR","4","fd_YEAR","2","1","Year of observation, if year = -99 then values of day are as DAP or DAH (harvest)","year","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER","2522","0","","","","","","","1","-2","","","","","","","","","","","","","",""
"day","3","DAY","3","fd_DAY","3","1","Day of year, or if year = -99 then DAP or DAH","day","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER","2522","0","","","","0","366","","1","-2","","","","","","","","","","","","","",""
"sediment_loss","13","SEDM","4","SEDM","","","Sediment loss","%","single","","EXPERIMENT","MEASURED_DATA","TIME_SERIES","SOIL_ORGANIC_MATTER","2522","1","","Sediment LOSS",".","0","100","","1","-1","","","","","","","","","","","","","",""
